ID,Genus,Division,Percent,N15,Exact_Depth,Depth,Zone,Location,Region
HK 59,H. kanaloana,Chlorophyta,3.1,0.4,14,11-20,Shallow,Maui,MHI
HK 60,H. kanaloana,Chlorophyta,3.7,2.2,14,11-20,Shallow,Maui,MHI
HK 61,H. kanaloana,Chlorophyta,2.8,2.1,14,11-20,Shallow,Maui,MHI
HK 62,H. kanaloana,Chlorophyta,3.5,1.8,14,11-20,Shallow,Maui,MHI
HK 63,H. kanaloana,Chlorophyta,3.0,1.1,14,11-20,Shallow,Maui,MHI
HK 64,H. kanaloana,Chlorophyta,2.8,1.6,14,11-20,Shallow,Maui,MHI
HK 65,H. kanaloana,Chlorophyta,2.1,3.2,14,11-20,Shallow,Maui,MHI
HK 66,H. kanaloana,Chlorophyta,2.9,0.5,14,11-20,Shallow,Maui,MHI
HK 73,H. kanaloana,Chlorophyta,2.7,2.4,14,11-20,Shallow,Maui,MHI
HK 74,H. kanaloana,Chlorophyta,3.1,2.9,14,11-20,Shallow,Maui,MHI
HK 75,H. kanaloana,Chlorophyta,3.4,2.3,14,11-20,Shallow,Maui,MHI
Ha60-10,H. kanaloana,Chlorophyta,2.5,4.3,18,11-20,Shallow,Maui,MHI
Ha60-6,H. kanaloana,Chlorophyta,2.7,2.3,18,11-20,Shallow,Maui,MHI
Ha60-7,H. kanaloana,Chlorophyta,2.2,2.3,18,11-20,Shallow,Maui,MHI
Ha60-8,H. kanaloana,Chlorophyta,2.8,1.8,18,11-20,Shallow,Maui,MHI
Ha60-9,H. kanaloana,Chlorophyta,2.8,-2.4,18,11-20,Shallow,Maui,MHI
HK 1,H. kanaloana,Chlorophyta,2.4,2.9,18,11-20,Shallow,Maui,MHI
HK 10,H. kanaloana,Chlorophyta,2.6,2.1,18,11-20,Shallow,Maui,MHI
HK 11,H. kanaloana,Chlorophyta,2.1,3.0,18,11-20,Shallow,Maui,MHI
HK 12,H. kanaloana,Chlorophyta,3.3,2.2,18,11-20,Shallow,Maui,MHI
HK 13,H. kanaloana,Chlorophyta,3.6,1.6,18,11-20,Shallow,Maui,MHI
HK 14,H. kanaloana,Chlorophyta,3.1,-0.8,18,11-20,Shallow,Maui,MHI
HK 15,H. kanaloana,Chlorophyta,2.2,3.2,18,11-20,Shallow,Maui,MHI
HK 16,H. kanaloana,Chlorophyta,2.1,3.0,18,11-20,Shallow,Maui,MHI
HK 17,H. kanaloana,Chlorophyta,2.9,2.3,18,11-20,Shallow,Maui,MHI
HK 18,H. kanaloana,Chlorophyta,2.1,2.9,18,11-20,Shallow,Maui,MHI
HK 19,H. kanaloana,Chlorophyta,3.3,1.6,18,11-20,Shallow,Maui,MHI
HK 2,H. kanaloana,Chlorophyta,4.0,1.9,18,11-20,Shallow,Maui,MHI
HK 20,H. kanaloana,Chlorophyta,3.0,2.2,18,11-20,Shallow,Maui,MHI
HK 3,H. kanaloana,Chlorophyta,2.6,2.1,18,11-20,Shallow,Maui,MHI
HK 4,H. kanaloana,Chlorophyta,1.1,2.7,18,11-20,Shallow,Maui,MHI
HK 5,H. kanaloana,Chlorophyta,1.7,2.0,18,11-20,Shallow,Maui,MHI
HK 6,H. kanaloana,Chlorophyta,1.6,3.5,18,11-20,Shallow,Maui,MHI
HK 7,H. kanaloana,Chlorophyta,1.9,2.2,18,11-20,Shallow,Maui,MHI
HK 8,H. kanaloana,Chlorophyta,2.4,2.0,18,11-20,Shallow,Maui,MHI
HK60-1,H. kanaloana,Chlorophyta,3.1,2.3,18,11-20,Shallow,Maui,MHI
HK60-2,H. kanaloana,Chlorophyta,2.7,2.0,18,11-20,Shallow,Maui,MHI
HK60-3,H. kanaloana,Chlorophyta,2.8,2.0,18,11-20,Shallow,Maui,MHI
HK60-4,H. kanaloana,Chlorophyta,2.0,2.3,18,11-20,Shallow,Maui,MHI
HK60-5,H. kanaloana,Chlorophyta,1.8,3.1,18,11-20,Shallow,Maui,MHI
Hono-10,H. kanaloana,Chlorophyta,1.9,2.9,18,11-20,Shallow,Maui,MHI
Hono-6,H. kanaloana,Chlorophyta,3.6,-1.1,18,11-20,Shallow,Maui,MHI
Hono-7,H. kanaloana,Chlorophyta,2.2,2.6,18,11-20,Shallow,Maui,MHI
Hono-8,H. kanaloana,Chlorophyta,2.5,3.1,18,11-20,Shallow,Maui,MHI
Hono-9,H. kanaloana,Chlorophyta,4.0,2.7,18,11-20,Shallow,Maui,MHI
HK 20-1,H. kanaloana,Chlorophyta,2.8,2.2,20,11-20,Shallow,Maui,MHI
HK 20-2,H. kanaloana,Chlorophyta,1.7,2.0,20,11-20,Shallow,Maui,MHI
HK 20-3,H. kanaloana,Chlorophyta,3.0,3.3,20,11-20,Shallow,Maui,MHI
HK 20-4,H. kanaloana,Chlorophyta,2.2,2.2,20,11-20,Shallow,Maui,MHI
HK 20-5,H. kanaloana,Chlorophyta,2.0,2.0,20,11-20,Shallow,Maui,MHI
HK K 20-1,H. kanaloana,Chlorophyta,3.6,1.8,20,11-20,Shallow,Maui,MHI
HK K 20-2,H. kanaloana,Chlorophyta,1.8,1.3,20,11-20,Shallow,Maui,MHI
HK K 20-3,H. kanaloana,Chlorophyta,2.5,1.5,20,11-20,Shallow,Maui,MHI
HK K 20-4,H. kanaloana,Chlorophyta,2.1,2.0,20,11-20,Shallow,Maui,MHI
HK K 20-5,H. kanaloana,Chlorophyta,2.0,2.5,20,11-20,Shallow,Maui,MHI
HK L-1,H. kanaloana,Chlorophyta,4.2,1.4,20,11-20,Shallow,Maui,MHI
HK L-2,H. kanaloana,Chlorophyta,2.2,1.6,20,11-20,Shallow,Maui,MHI
HK L-5,H. kanaloana,Chlorophyta,3.5,3.4,20,11-20,Shallow,Maui,MHI
HK M-1,H. kanaloana,Chlorophyta,1.9,3.0,20,11-20,Shallow,Maui,MHI
HK M-2,H. kanaloana,Chlorophyta,2.3,0.4,20,11-20,Shallow,Maui,MHI
HK M-3,H. kanaloana,Chlorophyta,1.9,3.0,20,11-20,Shallow,Maui,MHI
HK M-4,H. kanaloana,Chlorophyta,2.4,1.7,20,11-20,Shallow,Maui,MHI
HK M-5,H. kanaloana,Chlorophyta,2.0,2.1,20,11-20,Shallow,Maui,MHI
HK P-1,H. kanaloana,Chlorophyta,2.2,2.2,20,11-20,Shallow,Maui,MHI
HK P-2,H. kanaloana,Chlorophyta,2.9,1.8,20,11-20,Shallow,Maui,MHI
HK P-3,H. kanaloana,Chlorophyta,2.9,1.8,20,11-20,Shallow,Maui,MHI
HK P-4,H. kanaloana,Chlorophyta,3.4,2.0,20,11-20,Shallow,Maui,MHI
HK P-5,H. kanaloana,Chlorophyta,2.1,2.5,20,11-20,Shallow,Maui,MHI
K20-A,H. kanaloana,Chlorophyta,1.8,2.2,20,11-20,Shallow,Maui,MHI
K20-B,H. kanaloana,Chlorophyta,2.9,2.0,20,11-20,Shallow,Maui,MHI
K20-C,H. kanaloana,Chlorophyta,3.2,2.0,20,11-20,Shallow,Maui,MHI
K20-D,H. kanaloana,Chlorophyta,4.6,-0.3,20,11-20,Shallow,Maui,MHI
K20-E,H. kanaloana,Chlorophyta,2.5,1.7,20,11-20,Shallow,Maui,MHI
K20-F,H. kanaloana,Chlorophyta,2.0,2.3,20,11-20,Shallow,Maui,MHI
K20-G,H. kanaloana,Chlorophyta,1.9,3.1,20,11-20,Shallow,Maui,MHI
K20-H,H. kanaloana,Chlorophyta,1.9,0.6,20,11-20,Shallow,Maui,MHI
K20-I,H. kanaloana,Chlorophyta,3.3,2.9,20,11-20,Shallow,Maui,MHI
K20-J,H. kanaloana,Chlorophyta,2.0,2.8,20,11-20,Shallow,Maui,MHI
K220-1,H. kanaloana,Chlorophyta,2.2,3.1,20,11-20,Shallow,Maui,MHI
K220-2,H. kanaloana,Chlorophyta,2.1,3.2,20,11-20,Shallow,Maui,MHI
K220-3,H. kanaloana,Chlorophyta,2.6,1.1,20,11-20,Shallow,Maui,MHI
K220-4,H. kanaloana,Chlorophyta,2.7,2.1,20,11-20,Shallow,Maui,MHI
K220-5,H. kanaloana,Chlorophyta,2.1,2.4,20,11-20,Shallow,Maui,MHI
P20-A,H. kanaloana,Chlorophyta,2.3,2.0,20,11-20,Shallow,Maui,MHI
P20-B,H. kanaloana,Chlorophyta,3.6,2.6,20,11-20,Shallow,Maui,MHI
P20-C,H. kanaloana,Chlorophyta,1.8,2.2,20,11-20,Shallow,Maui,MHI
P20-D,H. kanaloana,Chlorophyta,2.7,3.3,20,11-20,Shallow,Maui,MHI
P20-E,H. kanaloana,Chlorophyta,3.2,2.3,20,11-20,Shallow,Maui,MHI
P20-F,H. kanaloana,Chlorophyta,2.0,2.6,20,11-20,Shallow,Maui,MHI
P20-G,H. kanaloana,Chlorophyta,1.3,2.0,20,11-20,Shallow,Maui,MHI
P20-H,H. kanaloana,Chlorophyta,1.8,2.4,20,11-20,Shallow,Maui,MHI
P20-I,H. kanaloana,Chlorophyta,2.0,1.7,20,11-20,Shallow,Maui,MHI
P20-J,H. kanaloana,Chlorophyta,1.6,2.6,20,11-20,Shallow,Maui,MHI
P20-K,H. kanaloana,Chlorophyta,1.4,1.5,20,11-20,Shallow,Maui,MHI
Ha90-10,H. kanaloana,Chlorophyta,2.3,2.7,27,21-30,Shallow,Maui,MHI
Ha90-6,H. kanaloana,Chlorophyta,2.1,2.5,27,21-30,Shallow,Maui,MHI
Ha90-7,H. kanaloana,Chlorophyta,1.6,2.7,27,21-30,Shallow,Maui,MHI
Ha90-8,H. kanaloana,Chlorophyta,1.7,2.9,27,21-30,Shallow,Maui,MHI
Ha90-9,H. kanaloana,Chlorophyta,1.6,2.5,27,21-30,Shallow,Maui,MHI
HK 21,H. kanaloana,Chlorophyta,2.0,2.5,27,21-30,Shallow,Maui,MHI
HK 22,H. kanaloana,Chlorophyta,1.8,2.6,27,21-30,Shallow,Maui,MHI
HK 24,H. kanaloana,Chlorophyta,2.0,2.2,27,21-30,Shallow,Maui,MHI
HK 25,H. kanaloana,Chlorophyta,1.4,3.1,27,21-30,Shallow,Maui,MHI
HK 26,H. kanaloana,Chlorophyta,2.8,-1.5,27,21-30,Shallow,Maui,MHI
HK 27,H. kanaloana,Chlorophyta,3.4,0.5,27,21-30,Shallow,Maui,MHI
HK 28,H. kanaloana,Chlorophyta,1.9,2.7,27,21-30,Shallow,Maui,MHI
HK 29,H. kanaloana,Chlorophyta,1.8,3.0,27,21-30,Shallow,Maui,MHI
HK 30,H. kanaloana,Chlorophyta,3.0,2.2,27,21-30,Shallow,Maui,MHI
HK 31,H. kanaloana,Chlorophyta,1.2,3.8,27,21-30,Shallow,Maui,MHI
HK 32,H. kanaloana,Chlorophyta,2.7,-1.1,27,21-30,Shallow,Maui,MHI
HK 33,H. kanaloana,Chlorophyta,2.5,0.2,27,21-30,Shallow,Maui,MHI
HK 34,H. kanaloana,Chlorophyta,2.3,1.9,27,21-30,Shallow,Maui,MHI
HK 35,H. kanaloana,Chlorophyta,2.3,1.9,27,21-30,Shallow,Maui,MHI
HK 36,H. kanaloana,Chlorophyta,1.4,3.6,27,21-30,Shallow,Maui,MHI
HK 37,H. kanaloana,Chlorophyta,2.0,2.7,27,21-30,Shallow,Maui,MHI
HK 38,H. kanaloana,Chlorophyta,2.2,2.8,27,21-30,Shallow,Maui,MHI
HK90-1,H. kanaloana,Chlorophyta,2.5,2.3,27,21-30,Shallow,Maui,MHI
HK90-2,H. kanaloana,Chlorophyta,2.8,2.6,27,21-30,Shallow,Maui,MHI
HK90-3,H. kanaloana,Chlorophyta,2.5,2.0,27,21-30,Shallow,Maui,MHI
HK90-4,H. kanaloana,Chlorophyta,2.9,2.4,27,21-30,Shallow,Maui,MHI
HK90-5,H. kanaloana,Chlorophyta,2.3,2.3,27,21-30,Shallow,Maui,MHI
HK 30-1,H. kanaloana,Chlorophyta,2.4,2.7,30,21-30,Shallow,Maui,MHI
HK 30-2,H. kanaloana,Chlorophyta,2.6,2.5,30,21-30,Shallow,Maui,MHI
HK 30-3,H. kanaloana,Chlorophyta,2.2,2.2,30,21-30,Shallow,Maui,MHI
HK 30-4,H. kanaloana,Chlorophyta,2.4,2.0,30,21-30,Shallow,Maui,MHI
HK 30-5,H. kanaloana,Chlorophyta,2.4,1.9,30,21-30,Shallow,Maui,MHI
HK K 30-1,H. kanaloana,Chlorophyta,1.7,3.2,30,21-30,Shallow,Maui,MHI
HK K 30-2,H. kanaloana,Chlorophyta,1.8,3.3,30,21-30,Shallow,Maui,MHI
HK K 30-3,H. kanaloana,Chlorophyta,2.2,1.8,30,21-30,Shallow,Maui,MHI
HK K 30-4,H. kanaloana,Chlorophyta,2.1,2.7,30,21-30,Shallow,Maui,MHI
HK K 30-5,H. kanaloana,Chlorophyta,1.6,2.4,30,21-30,Shallow,Maui,MHI
K230-1,H. kanaloana,Chlorophyta,2.0,2.2,30,21-30,Shallow,Maui,MHI
K230-2,H. kanaloana,Chlorophyta,2.1,1.9,30,21-30,Shallow,Maui,MHI
K230-3,H. kanaloana,Chlorophyta,1.5,2.1,30,21-30,Shallow,Maui,MHI
K230-4,H. kanaloana,Chlorophyta,2.2,2.1,30,21-30,Shallow,Maui,MHI
K230-5,H. kanaloana,Chlorophyta,2.1,2.5,30,21-30,Shallow,Maui,MHI
K30-A,H. kanaloana,Chlorophyta,2.8,2.6,30,21-30,Shallow,Maui,MHI
K30-B,H. kanaloana,Chlorophyta,3.1,2.6,30,21-30,Shallow,Maui,MHI
K30-C,H. kanaloana,Chlorophyta,3.0,3.0,30,21-30,Shallow,Maui,MHI
K30-D,H. kanaloana,Chlorophyta,3.0,2.9,30,21-30,Shallow,Maui,MHI
K30-E,H. kanaloana,Chlorophyta,3.4,2.3,30,21-30,Shallow,Maui,MHI
K30-F,H. kanaloana,Chlorophyta,2.1,1.3,30,21-30,Shallow,Maui,MHI
K30-G,H. kanaloana,Chlorophyta,1.8,2.4,30,21-30,Shallow,Maui,MHI
K30-H,H. kanaloana,Chlorophyta,2.9,2.4,30,21-30,Shallow,Maui,MHI
K30-I,H. kanaloana,Chlorophyta,2.9,3.4,30,21-30,Shallow,Maui,MHI
K30-J,H. kanaloana,Chlorophyta,2.1,2.3,30,21-30,Shallow,Maui,MHI
K30-K,H. kanaloana,Chlorophyta,2.7,2.9,30,21-30,Shallow,Maui,MHI
K30-L,H. kanaloana,Chlorophyta,3.5,2.3,30,21-30,Shallow,Maui,MHI
127A,H. kanaloana,Chlorophyta,1.8,3.2,39,31-40,Mesophotic,Maui,MHI
127B,H. kanaloana,Chlorophyta,1.9,2.2,39,31-40,Mesophotic,Maui,MHI
127C,H. kanaloana,Chlorophyta,1.7,2.4,39,31-40,Mesophotic,Maui,MHI
127D,H. kanaloana,Chlorophyta,1.6,3.4,39,31-40,Mesophotic,Maui,MHI
127E,H. kanaloana,Chlorophyta,1.6,2.8,39,31-40,Mesophotic,Maui,MHI
P4-191 HK10,H. kanaloana,Chlorophyta,2.1,3.4,67,61-70,Mesophotic,Maui,MHI
P4-191 HK12,H. kanaloana,Chlorophyta,1.7,3.3,67,61-70,Mesophotic,Maui,MHI
P4-191 HK14,H. kanaloana,Chlorophyta,1.5,3.9,67,61-70,Mesophotic,Maui,MHI
P4-191 HK15,H. kanaloana,Chlorophyta,2.9,4.2,67,61-70,Mesophotic,Maui,MHI
P4-191 HK16,H. kanaloana,Chlorophyta,2.6,3.4,67,61-70,Mesophotic,Maui,MHI
P4-191 HK17,H. kanaloana,Chlorophyta,3.5,2.9,67,61-70,Mesophotic,Maui,MHI
P4-191 HK18,H. kanaloana,Chlorophyta,2.1,2.9,67,61-70,Mesophotic,Maui,MHI
P4-191 HK7,H. kanaloana,Chlorophyta,2.6,3.3,67,61-70,Mesophotic,Maui,MHI
P4-191 HK8,H. kanaloana,Chlorophyta,3.0,3.6,67,61-70,Mesophotic,Maui,MHI
P4-191 HK9,H. kanaloana,Chlorophyta,2.0,3.7,67,61-70,Mesophotic,Maui,MHI
P4-190 HK1,H. kanaloana,Chlorophyta,2.1,2.2,82,81-90,Mesophotic,Maui,MHI
P4-190 HK2,H. kanaloana,Chlorophyta,1.9,2.3,82,81-90,Mesophotic,Maui,MHI
P4-190 HK3,H. kanaloana,Chlorophyta,2.4,1.9,82,81-90,Mesophotic,Maui,MHI
P4-190 HK4,H. kanaloana,Chlorophyta,1.8,2.0,82,81-90,Mesophotic,Maui,MHI
P4-190 HK5,H. kanaloana,Chlorophyta,2.6,1.4,82,81-90,Mesophotic,Maui,MHI
P4-190 HK6,H. kanaloana,Chlorophyta,2.7,2.2,82,81-90,Mesophotic,Maui,MHI
P4-191 HK3,H. kanaloana,Chlorophyta,2.7,4.1,82,81-90,Mesophotic,Maui,MHI
HD 1,Halimeda sp.,Chlorophyta,1.9,3.8,5,1-10,Shallow,Maui,MHI
HD 2,Halimeda sp.,Chlorophyta,2.8,3.2,5,1-10,Shallow,Maui,MHI
HD 3,Halimeda sp.,Chlorophyta,1.8,3.6,5,1-10,Shallow,Maui,MHI
NWHI-712a,Halimeda sp.,Chlorophyta,0.7,5.7,5,1-10,Shallow,Lisianski,NWHI
NWHI-712b,Halimeda sp.,Chlorophyta,0.4,6.2,5,1-10,Shallow,Lisianski,NWHI
NWHI-712c,Halimeda sp.,Chlorophyta,0.5,5.9,5,1-10,Shallow,Lisianski,NWHI
NWHI-612a,Halimeda sp.,Chlorophyta,0.8,2.8,10,1-10,Shallow,FFS,NWHI
NWHI-612b,Halimeda sp.,Chlorophyta,0.9,3.0,10,1-10,Shallow,FFS,NWHI
NWHI-612c,Halimeda sp.,Chlorophyta,1.2,2.4,10,1-10,Shallow,FFS,NWHI
NWHI-608a,Halimeda sp.,Chlorophyta,2.2,2.5,11,11-20,Shallow,FFS,NWHI
NWHI-608b,Halimeda sp.,Chlorophyta,2.4,1.5,11,11-20,Shallow,FFS,NWHI
NWHI-608c,Halimeda sp.,Chlorophyta,2.3,0.9,11,11-20,Shallow,FFS,NWHI
NWHI-753a,Halimeda sp.,Chlorophyta,0.6,2.6,11,11-20,Shallow,Lisianski,NWHI
NWHI-753b,Halimeda sp.,Chlorophyta,0.9,2.3,11,11-20,Shallow,Lisianski,NWHI
NWHI-753c,Halimeda sp.,Chlorophyta,0.8,1.9,11,11-20,Shallow,Lisianski,NWHI
NWHI-878a,Halimeda sp.,Chlorophyta,0.9,3.7,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-878b,Halimeda sp.,Chlorophyta,1.0,2.5,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-878c,Halimeda sp.,Chlorophyta,0.8,4.8,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-641a,Halimeda sp.,Chlorophyta,0.6,2.4,14,11-20,Shallow,FFS,NWHI
NWHI-641b,Halimeda sp.,Chlorophyta,0.8,2.4,14,11-20,Shallow,FFS,NWHI
NWHI-641c,Halimeda sp.,Chlorophyta,0.6,2.7,14,11-20,Shallow,FFS,NWHI
NWHI-642a,Halimeda sp.,Chlorophyta,1.7,2.2,14,11-20,Shallow,FFS,NWHI
NWHI-642b,Halimeda sp.,Chlorophyta,2.3,2.9,14,11-20,Shallow,FFS,NWHI
NWHI-642c,Halimeda sp.,Chlorophyta,1.8,2.8,14,11-20,Shallow,FFS,NWHI
MHI-168,Halimeda sp.,Chlorophyta,0.8,1.5,17,11-20,Shallow,Niihau,MHI
Ha 28a,Halimeda sp.,Chlorophyta,1.7,3.3,18,11-20,Shallow,Oahu,MHI
Ha 28b,Halimeda sp.,Chlorophyta,1.7,4.4,18,11-20,Shallow,Oahu,MHI
NWHI-1070a,Halimeda sp.,Chlorophyta,0.6,2.2,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1070b,Halimeda sp.,Chlorophyta,0.7,1.8,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1070c,Halimeda sp.,Chlorophyta,0.8,2.0,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1071a,Halimeda sp.,Chlorophyta,0.6,1.5,23,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1071b,Halimeda sp.,Chlorophyta,1.1,2.1,23,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1071c,Halimeda sp.,Chlorophyta,0.8,1.7,23,21-30,Shallow,Pearl & Hermes,NWHI
Ha 11a,Halimeda sp.,Chlorophyta,2.1,3.1,24,21-30,Shallow,Oahu,MHI
Ha 11b,Halimeda sp.,Chlorophyta,2.8,1.8,24,21-30,Shallow,Oahu,MHI
Ha 11c,Halimeda sp.,Chlorophyta,1.7,3.1,24,21-30,Shallow,Oahu,MHI
