ID,Genus,Division,Percent,N15,Exact_Depth,Depth,Zone,Location,Region
NWHI-433,Codium sp.,Chlorophyta,1.530332486,4.60,91,91-100,Mesophotic,Salmon,NWHI
P5-734 24a,Codium sp.,Chlorophyta,0.711673767,3.58,92,91-100,Mesophotic,Maui,MHI
P5-734 24b,Codium sp.,Chlorophyta,0.892812092,3.23,92,91-100,Mesophotic,Maui,MHI
P5-734 27a,Codium sp.,Chlorophyta,0.852962313,3.25,92,91-100,Mesophotic,Maui,MHI
P5-734 27b,Codium sp.,Chlorophyta,1.467652257,2.25,92,91-100,Mesophotic,Maui,MHI
P5-738 112a,Codium sp.,Chlorophyta,1.081850789,-0.39,109,101-110,Mesophotic,Maui,MHI
P5-738 112b,Codium sp.,Chlorophyta,1.493183041,0.18,109,101-110,Mesophotic,Maui,MHI
P5-738 108a,Codium sp.,Chlorophyta,1.718702394,-0.01,117,111-120,Mesophotic,Maui,MHI
P5-738 108c,Codium sp.,Chlorophyta,1.390882825,1.60,117,111-120,Mesophotic,Maui,MHI
P5-738 78,Codium sp.,Chlorophyta,1.789632701,-0.38,117,111-120,Mesophotic,Maui,MHI
NWHI-154-1,Distromium sp.,Phaeophyceae,1.311687324,1.90,44,41-50,Mesophotic,Nihoa,NWHI
NWHI-185,Distromium sp.,Phaeophyceae,0.812449475,3.40,55,51-60,Mesophotic,FFS,NWHI
NWHI-198,Distromium sp.,Phaeophyceae,0.689185399,3.50,58,51-60,Mesophotic,Laysan,NWHI
NWHI-201-1,Distromium sp.,Phaeophyceae,0.875994535,3.50,58,51-60,Mesophotic,Laysan,NWHI
MHI-192,Distromium sp.,Phaeophyceae,2.400131514,3.0,61,61-70,Mesophotic,Niihau,MHI
NWHI-203-1,Distromium sp.,Phaeophyceae,0.608010042,4.10,61,61-70,Mesophotic,Laysan,NWHI
NWHI-210-1,Distromium sp.,Phaeophyceae,1.855925763,0.40,61,61-70,Mesophotic,Laysan,NWHI
MHI-180,Distromium sp.,Phaeophyceae,1.332416402,3.3,70,61-70,Mesophotic,Niihau,MHI
P5-734 37,Distromium sp.,Phaeophyceae,1.347673369,3.14,85,81-90,Mesophotic,Maui,MHI
P5-736 95,Distromium sp.,Phaeophyceae,1.417652831,3.27,89,81-90,Mesophotic,Maui,MHI
NWHI-337,Distromium sp.,Phaeophyceae,1.337699157,3.10,91,91-100,Mesophotic,FFS,NWHI
NWHI-352,Distromium sp.,Phaeophyceae,1.010836164,3.80,91,91-100,Mesophotic,FFS,NWHI
NWHI-395,Distromium sp.,Phaeophyceae,1.329126405,5.00,91,91-100,Mesophotic,Kure,NWHI
P5-734 21,Distromium sp.,Phaeophyceae,1.647665839,3.88,92,91-100,Mesophotic,Maui,MHI
HD 1,Halimeda sp.,Chlorophyta,1.93,3.78,5,1-10,Shallow,Maui,MHI
HD 2,Halimeda sp.,Chlorophyta,2.78,3.21,5,1-10,Shallow,Maui,MHI
HD 3,Halimeda sp.,Chlorophyta,1.78,3.63,5,1-10,Shallow,Maui,MHI
NWHI-712a,Halimeda sp.,Chlorophyta,0.678231381,5.7,5,1-10,Shallow,Lisianski,NWHI
NWHI-712b,Halimeda sp.,Chlorophyta,0.378078158,6.2,5,1-10,Shallow,Lisianski,NWHI
NWHI-712c,Halimeda sp.,Chlorophyta,0.542077966,5.9,5,1-10,Shallow,Lisianski,NWHI
NWHI-612a,Halimeda sp.,Chlorophyta,0.788921807,2.8,10,1-10,Shallow,FFS,NWHI
NWHI-612b,Halimeda sp.,Chlorophyta,0.86344846,3.0,10,1-10,Shallow,FFS,NWHI
NWHI-612c,Halimeda sp.,Chlorophyta,1.194801794,2.4,10,1-10,Shallow,FFS,NWHI
NWHI-608a,Halimeda sp.,Chlorophyta,2.161554733,2.5,11,11-20,Shallow,FFS,NWHI
NWHI-608b,Halimeda sp.,Chlorophyta,2.41277904,1.5,11,11-20,Shallow,FFS,NWHI
NWHI-608c,Halimeda sp.,Chlorophyta,2.295103345,0.9,11,11-20,Shallow,FFS,NWHI
NWHI-753a,Halimeda sp.,Chlorophyta,0.561516093,2.6,11,11-20,Shallow,Lisianski,NWHI
NWHI-753b,Halimeda sp.,Chlorophyta,0.910937807,2.3,11,11-20,Shallow,Lisianski,NWHI
NWHI-753c,Halimeda sp.,Chlorophyta,0.836289089,1.9,11,11-20,Shallow,Lisianski,NWHI
NWHI-878a,Halimeda sp.,Chlorophyta,0.855269726,3.7,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-878b,Halimeda sp.,Chlorophyta,0.960214983,2.5,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-878c,Halimeda sp.,Chlorophyta,0.755576086,4.8,12,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-641a,Halimeda sp.,Chlorophyta,0.642363376,2.4,14,11-20,Shallow,FFS,NWHI
NWHI-641b,Halimeda sp.,Chlorophyta,0.776763485,2.4,14,11-20,Shallow,FFS,NWHI
NWHI-641c,Halimeda sp.,Chlorophyta,0.647143417,2.7,14,11-20,Shallow,FFS,NWHI
NWHI-642a,Halimeda sp.,Chlorophyta,1.69313213,2.2,14,11-20,Shallow,FFS,NWHI
NWHI-642b,Halimeda sp.,Chlorophyta,2.306197081,2.9,14,11-20,Shallow,FFS,NWHI
NWHI-642c,Halimeda sp.,Chlorophyta,1.841504943,2.8,14,11-20,Shallow,FFS,NWHI
MHI-168,Halimeda sp.,Chlorophyta,0.776146433,1.5,17,11-20,Shallow,Niihau,MHI
Ha 28a,Halimeda sp.,Chlorophyta,1.68,3.31,18,11-20,Shallow,Oahu,MHI
Ha 28b,Halimeda sp.,Chlorophyta,1.72,4.36,18,11-20,Shallow,Oahu,MHI
NWHI-1070a,Halimeda sp.,Chlorophyta,0.623175572,2.2,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1070b,Halimeda sp.,Chlorophyta,0.722755129,1.8,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1070c,Halimeda sp.,Chlorophyta,0.79362444,2.0,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1071a,Halimeda sp.,Chlorophyta,0.580023594,1.5,23,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1071b,Halimeda sp.,Chlorophyta,1.137220201,2.1,23,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1071c,Halimeda sp.,Chlorophyta,0.754083246,1.7,23,21-30,Shallow,Pearl & Hermes,NWHI
Ha 11a,Halimeda sp.,Chlorophyta,2.06,3.12,24,21-30,Shallow,Oahu,MHI
Ha 11b,Halimeda sp.,Chlorophyta,2.75,1.77,24,21-30,Shallow,Oahu,MHI
Ha 11c,Halimeda sp.,Chlorophyta,1.72,3.06,24,21-30,Shallow,Oahu,MHI
Ha 35a,Halimeda sp.,Chlorophyta,1.71,4.01,24,21-30,Shallow,Oahu,MHI
Ha 35b,Halimeda sp.,Chlorophyta,1.50,3.38,24,21-30,Shallow,Oahu,MHI
Ha 35c,Halimeda sp.,Chlorophyta,1.75,3.01,24,21-30,Shallow,Oahu,MHI
NWHI-1072a,Halimeda sp.,Chlorophyta,1.548018805,2.7,24,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1072b,Halimeda sp.,Chlorophyta,1.610421917,3.0,24,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1072c,Halimeda sp.,Chlorophyta,1.695362491,2.7,24,21-30,Shallow,Pearl & Hermes,NWHI
HA 91A,Halimeda sp.,Chlorophyta,2.353566276,1.68,38,31-40,Mesophotic,Oahu,MHI
HA 91B,Halimeda sp.,Chlorophyta,2.425156467,0.98,38,31-40,Mesophotic,Oahu,MHI
HA 91C,Halimeda sp.,Chlorophyta,2.587431247,1.26,38,31-40,Mesophotic,Oahu,MHI
K-H1,Halimeda sp.,Chlorophyta,1.440772654,1.30,38,31-40,Mesophotic,Oahu,MHI
K-H2,Halimeda sp.,Chlorophyta,1.504377403,1.46,38,31-40,Mesophotic,Oahu,MHI
K-H3,Halimeda sp.,Chlorophyta,1.452652008,3.35,38,31-40,Mesophotic,Oahu,MHI
K-H4,Halimeda sp.,Chlorophyta,1.740490509,1.53,38,31-40,Mesophotic,Oahu,MHI
Ha 15a,Halimeda sp.,Chlorophyta,2.663983906,3.81,40,31-40,Mesophotic,Oahu,MHI
Ha 15b,Halimeda sp.,Chlorophyta,1.515889856,2.70,40,31-40,Mesophotic,Oahu,MHI
Ha 2a,Halimeda sp.,Chlorophyta,1.407196706,2.20,40,31-40,Mesophotic,Oahu,MHI
Ha 2b,Halimeda sp.,Chlorophyta,1.729589628,2.25,40,31-40,Mesophotic,Oahu,MHI
Ha 2c,Halimeda sp.,Chlorophyta,1.703745484,4.68,40,31-40,Mesophotic,Oahu,MHI
NWHI-465,Halimeda sp.,Chlorophyta,1.791755921,2.00,54,51-60,Mesophotic,Pioneer,NWHI
NWHI-186-1,Halimeda sp.,Chlorophyta,1.433350695,2.80,55,51-60,Mesophotic,FFS,NWHI
NWHI-843a,Halimeda sp.,Chlorophyta,1.726378937,2.7,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-843b,Halimeda sp.,Chlorophyta,1.400869274,2.3,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-843c,Halimeda sp.,Chlorophyta,1.828674966,2.5,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-85,Halimeda sp.,Chlorophyta,1.92642788,2.80,56,51-60,Mesophotic,Pearl & Hermes,NWHI
NWHI-84,Halimeda sp.,Chlorophyta,0.22824418,1.90,58,51-60,Mesophotic,Pearl & Hermes,NWHI
NWHI-247,Halimeda sp.,Chlorophyta,1.37823053,2.50,59,51-60,Mesophotic,Lisianski,NWHI
NWHI-66,Halimeda sp.,Chlorophyta,0.28604177,2.80,61,61-70,Mesophotic,Nihoa,NWHI
NWHI-68,Halimeda sp.,Chlorophyta,0.182471237,2.10,61,61-70,Mesophotic,FFS,NWHI
NWHI-205-1,Halimeda sp.,Chlorophyta,1.164330218,2.60,61,61-70,Mesophotic,Laysan,NWHI
NWHI-209-1,Halimeda sp.,Chlorophyta,1.10566591,3.40,61,61-70,Mesophotic,Laysan,NWHI
NWHI-212-1,Halimeda sp.,Chlorophyta,0.330874268,1.10,61,61-70,Mesophotic,Laysan,NWHI
P4-188 HD1,Halimeda sp.,Chlorophyta,1.847395171,1.21,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD2,Halimeda sp.,Chlorophyta,1.808882699,1.45,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD3,Halimeda sp.,Chlorophyta,1.619461287,1.47,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD4,Halimeda sp.,Chlorophyta,0.78549332,2.01,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD5,Halimeda sp.,Chlorophyta,0.843367623,2.45,62,61-70,Mesophotic,Oahu,MHI
P4-188 HD6,Halimeda sp.,Chlorophyta,0.903458235,2.46,62,61-70,Mesophotic,Oahu,MHI
NWHI-102,Halimeda sp.,Chlorophyta,2.283217779,4.40,64,61-70,Mesophotic,Lisianski,NWHI
D1 HF,Halimeda sp.,Chlorophyta,0.207035942,3.02,65,61-70,Mesophotic,Oahu,MHI
D1 HG,Halimeda sp.,Chlorophyta,0.537931334,2.07,65,61-70,Mesophotic,Oahu,MHI
D1 HH,Halimeda sp.,Chlorophyta,0.429189466,2.80,65,61-70,Mesophotic,Oahu,MHI
D1 HI,Halimeda sp.,Chlorophyta,0.259650836,2.86,65,61-70,Mesophotic,Oahu,MHI
D1 HJ,Halimeda sp.,Chlorophyta,0.485924478,2.14,65,61-70,Mesophotic,Oahu,MHI
NWHI-215-1,Halimeda sp.,Chlorophyta,1.032879841,3.60,67,61-70,Mesophotic,FFS,NWHI
NWHI-621a,Halimeda sp.,Chlorophyta,0.836004362,0.3,68,61-70,Mesophotic,FFS,NWHI
NWHI-621b,Halimeda sp.,Chlorophyta,1.001123373,1.6,68,61-70,Mesophotic,FFS,NWHI
NWHI-621c,Halimeda sp.,Chlorophyta,0.57807309,0.8,68,61-70,Mesophotic,FFS,NWHI
P4-189 HB-10,Halimeda sp.,Chlorophyta,0.731046717,4.89,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-11,Halimeda sp.,Chlorophyta,1.521232936,3.68,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-12,Halimeda sp.,Chlorophyta,1.164749697,4.24,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-7,Halimeda sp.,Chlorophyta,1.342474939,4.35,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-8,Halimeda sp.,Chlorophyta,1.088183509,4.07,69,61-70,Mesophotic,Molokai,MHI
P4-189 HB-9,Halimeda sp.,Chlorophyta,1.962696138,3.89,69,61-70,Mesophotic,Molokai,MHI
NWHI-375,Halimeda sp.,Chlorophyta,1.43197132,5.30,70,61-70,Mesophotic,Pearl & Hermes,NWHI
P4-233-1B,Halimeda sp.,Chlorophyta,0.970903679,1.70,77,71-80,Mesophotic,Maui,MHI
D1 HA,Halimeda sp.,Chlorophyta,0.255118876,1.78,78,71-80,Mesophotic,Oahu,MHI
D1 HC,Halimeda sp.,Chlorophyta,0.299067739,1.74,78,71-80,Mesophotic,Oahu,MHI
D1 HC3B,Halimeda sp.,Chlorophyta,0.332411116,1.68,78,71-80,Mesophotic,Oahu,MHI
D1 HD,Halimeda sp.,Chlorophyta,0.228028088,1.44,78,71-80,Mesophotic,Oahu,MHI
D1 HE,Halimeda sp.,Chlorophyta,0.302267584,1.18,78,71-80,Mesophotic,Oahu,MHI
P4-189 HA-13,Halimeda sp.,Chlorophyta,0.306449168,1.43,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-14,Halimeda sp.,Chlorophyta,0.400246949,2.13,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-15,Halimeda sp.,Chlorophyta,0.208678766,1.93,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-16,Halimeda sp.,Chlorophyta,0.260506553,1.84,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-17,Halimeda sp.,Chlorophyta,0.244322871,1.79,80,71-80,Mesophotic,Molokai,MHI
P4-189 HA-18,Halimeda sp.,Chlorophyta,0.255587876,1.81,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-1,Halimeda sp.,Chlorophyta,2.336671399,2.34,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-2,Halimeda sp.,Chlorophyta,1.234711329,4.78,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-3,Halimeda sp.,Chlorophyta,0.80355684,2.82,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-4,Halimeda sp.,Chlorophyta,1.812583918,0.86,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-5,Halimeda sp.,Chlorophyta,1.0077475,4.73,80,71-80,Mesophotic,Molokai,MHI
P4-189 HB-6,Halimeda sp.,Chlorophyta,1.811334619,4.34,80,71-80,Mesophotic,Molokai,MHI
P4-233-4C,Halimeda sp.,Chlorophyta,0.269399954,2.80,85,81-90,Mesophotic,Maui,MHI
P4-233-5,Halimeda sp.,Chlorophyta,0.234652786,2.30,85,81-90,Mesophotic,Maui,MHI
P4-188 HA1,Halimeda sp.,Chlorophyta,0.152593292,2.47,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA2,Halimeda sp.,Chlorophyta,0.48011449,1.69,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA3,Halimeda sp.,Chlorophyta,0.285823,2.36,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA4,Halimeda sp.,Chlorophyta,0.279756892,1.73,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA5,Halimeda sp.,Chlorophyta,0.310791352,1.83,87,81-90,Mesophotic,Oahu,MHI
P4-188 HA6,Halimeda sp.,Chlorophyta,0.188118651,2.93,87,81-90,Mesophotic,Oahu,MHI
NWHI-446,Halimeda sp.,Chlorophyta,1.484812828,4.50,88,81-90,Mesophotic,Kure,NWHI
P5-734 9,Halimeda sp.,Chlorophyta,0.653831163,2.16,90,81-90,Mesophotic,Maui,MHI
P5-734 2,Halimeda sp.,Chlorophyta,1.206849462,0.89,92,91-100,Mesophotic,Maui,MHI
P5-734 20,Halimeda sp.,Chlorophyta,0.21386652,1.91,92,91-100,Mesophotic,Maui,MHI
P5-734 30,Halimeda sp.,Chlorophyta,0.854225984,1.34,92,91-100,Mesophotic,Maui,MHI
P5-734 6,Halimeda sp.,Chlorophyta,0.775643099,2.17,92,91-100,Mesophotic,Maui,MHI
P5-736 67,Halimeda sp.,Chlorophyta,0.621750947,1.85,104,101-110,Mesophotic,Maui,MHI
P5-736 79,Halimeda sp.,Chlorophyta,0.604779004,2.73,104,101-110,Mesophotic,Maui,MHI
P5-738 103,Halimeda sp.,Chlorophyta,1.174537668,0.23,109,101-110,Mesophotic,Maui,MHI
P5-738 111,Halimeda sp.,Chlorophyta,0.935362406,0.96,109,101-110,Mesophotic,Maui,MHI
P5-736 100,Halimeda sp.,Chlorophyta,1.07806389,0.05,111,111-120,Mesophotic,Maui,MHI
P5-738 109,Halimeda sp.,Chlorophyta,0.398156521,1.76,117,111-120,Mesophotic,Maui,MHI
P4-232 3A,Halimeda sp.,Chlorophyta,0.220164141,2.00,102,101-110,Mesophotic,Maui,MHI
P4-232 3B,Halimeda sp.,Chlorophyta,0.230984817,2.60,102,101-110,Mesophotic,Maui,MHI
P4-232 3F,Halimeda sp.,Chlorophyta,0.282970681,2.10,102,101-110,Mesophotic,Maui,MHI
P4-232 4C,Halimeda sp.,Chlorophyta,0.152718078,3.20,102,101-110,Mesophotic,Maui,MHI
P4-232 4D,Halimeda sp.,Chlorophyta,0.247341845,2.90,102,101-110,Mesophotic,Maui,MHI
NWHI-609a,Microdictyon sp.,Chlorophyta,1.153411841,-0.2,11,11-20,Shallow,FFS,NWHI
NWHI-609b,Microdictyon sp.,Chlorophyta,0.983402651,1.5,11,11-20,Shallow,FFS,NWHI
NWHI-609c,Microdictyon sp.,Chlorophyta,1.152852316,2.7,11,11-20,Shallow,FFS,NWHI
NWHI-752a,Microdictyon sp.,Chlorophyta,0.992372354,3.0,11,11-20,Shallow,Lisianski,NWHI
NWHI-752b,Microdictyon sp.,Chlorophyta,1.081730769,2.0,11,11-20,Shallow,Lisianski,NWHI
NWHI-752c,Microdictyon sp.,Chlorophyta,1.005488122,2.8,11,11-20,Shallow,Lisianski,NWHI
NWHI-974a,Microdictyon sp.,Chlorophyta,0.89332004,1.2,15,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-974b,Microdictyon sp.,Chlorophyta,0.941679196,1.2,15,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-974c,Microdictyon sp.,Chlorophyta,0.864902943,1.4,15,11-20,Shallow,Pearl & Hermes,NWHI
MHI-158,Microdictyon sp.,Chlorophyta,1.695624869,1.2,17,11-20,Shallow,Niihau,MHI
NWHI-1069a,Microdictyon sp.,Chlorophyta,1.11039588,1.0,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1069b,Microdictyon sp.,Chlorophyta,1.024453429,0.8,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1069c,Microdictyon sp.,Chlorophyta,1.185422507,1.5,20,11-20,Shallow,Pearl & Hermes,NWHI
NWHI-1073a,Microdictyon sp.,Chlorophyta,1.945373901,2.5,25,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1073b,Microdictyon sp.,Chlorophyta,2.009040683,2.2,25,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-1073c,Microdictyon sp.,Chlorophyta,1.988351075,2.2,25,21-30,Shallow,Pearl & Hermes,NWHI
NWHI-467,Microdictyon sp.,Chlorophyta,0.980009751,2.60,54,51-60,Mesophotic,Pioneer,NWHI
NWHI-100,Microdictyon sp.,Chlorophyta,1.244738963,2.70,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-92,Microdictyon sp.,Chlorophyta,1.4395792,2.40,55,51-60,Mesophotic,Midway,NWHI
NWHI-848a,Microdictyon sp.,Chlorophyta,1.089015152,1.8,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-848b,Microdictyon sp.,Chlorophyta,1.079669473,5.2,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-848c,Microdictyon sp.,Chlorophyta,1.068972293,2.4,55,51-60,Mesophotic,Lisianski,NWHI
NWHI-384,Microdictyon sp.,Chlorophyta,1.015054185,3.00,57,51-60,Mesophotic,Kure,NWHI
NWHI-80,Microdictyon sp.,Chlorophyta,1.120559199,2.70,58,51-60,Mesophotic,Pearl & Hermes,NWHI
NWHI-202-1,Microdictyon sp.,Chlorophyta,0.75776336,1.50,58,51-60,Mesophotic,Laysan,NWHI
NWHI-329,Microdictyon sp.,Chlorophyta,0.926470588,-0.60,61,61-70,Mesophotic,FFS,NWHI
NWHI-373,Microdictyon sp.,Chlorophyta,1.142591252,2.60,63,61-70,Mesophotic,Pearl & Hermes,NWHI
NWHI-655a,Microdictyon sp.,Chlorophyta,1.094431709,-0.3,64,61-70,Mesophotic,FFS,NWHI
NWHI-273,Microdictyon sp.,Chlorophyta,0.74201733,1.50,64,61-70,Mesophotic,Lisianski,NWHI
NWHI-655b,Microdictyon sp.,Chlorophyta,1.19499324,2.5,64,61-70,Mesophotic,FFS,NWHI
NWHI-655c,Microdictyon sp.,Chlorophyta,1.202541828,0.3,64,61-70,Mesophotic,FFS,NWHI
NWHI-379,Microdictyon sp.,Chlorophyta,0.958158794,3.30,70,61-70,Mesophotic,Pearl & Hermes,NWHI
NWHI-341,Microdictyon sp.,Chlorophyta,0.810850656,0.60,82,81-90,Mesophotic,FFS,NWHI
NWHI-355,Microdictyon sp.,Chlorophyta,0.857279693,0.80,84,81-90,Mesophotic,Pioneer,NWHI
NWHI-359,Microdictyon sp.,Chlorophyta,0.817847464,2.40,88,81-90,Mesophotic,Pioneer,NWHI
NWHI-448,Microdictyon sp.,Chlorophyta,2.982473611,4.10,88,81-90,Mesophotic,Kure,NWHI
NWHI-430,Microdictyon sp.,Chlorophyta,1.383736087,4.50,91,91-100,Mesophotic,Salmon,NWHI
NWHI-385,Ulva/Umbraulva,Chlorophyta,0.419195582,4.10,57,51-60,Mesophotic,Kure,NWHI
NWHI-372,Ulva/Umbraulva,Chlorophyta,1.968204389,5.30,63,61-70,Mesophotic,Pearl & Hermes,NWHI
NWHI-184,Ulva/Umbraulva,Chlorophyta,0.337972778,3.50,64,61-70,Mesophotic,FFS,NWHI
NWHI-380,Ulva/Umbraulva,Chlorophyta,0.609024361,5.30,70,61-70,Mesophotic,Pearl & Hermes,NWHI
P4-190 UV3-1,Ulva/Umbraulva,Chlorophyta,0.886011445,4.70,71,71-80,Mesophotic,Maui,MHI
P4-190 UV3-2,Ulva/Umbraulva,Chlorophyta,0.985244043,4.62,71,71-80,Mesophotic,Maui,MHI
P4-190 UV3-3,Ulva/Umbraulva,Chlorophyta,1.026741983,4.94,71,71-80,Mesophotic,Maui,MHI
P4-190 UV3-4,Ulva/Umbraulva,Chlorophyta,1.081911062,5.40,71,71-80,Mesophotic,Maui,MHI
P4-190 UV3-5,Ulva/Umbraulva,Chlorophyta,1.088544427,4.96,71,71-80,Mesophotic,Maui,MHI
P4-190 UV3-6,Ulva/Umbraulva,Chlorophyta,1.093277039,4.84,71,71-80,Mesophotic,Maui,MHI
NWHI-1049a,Ulva/Umbraulva,Chlorophyta,0.730663653,5.3,75,71-80,Mesophotic,Pearl & Hermes,NWHI
NWHI-1049c,Ulva/Umbraulva,Chlorophyta,0.563817308,5.2,75,71-80,Mesophotic,Pearl & Hermes,NWHI
NWHI-362,Ulva/Umbraulva,Chlorophyta,0.878546241,5.80,79,71-80,Mesophotic,Pioneer,NWHI
NWHI-365,Ulva/Umbraulva,Chlorophyta,1.13559,5.80,79,71-80,Mesophotic,Pioneer,NWHI
P4-189 UV1-1,Ulva/Umbraulva,Chlorophyta,1.161272083,6.03,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV1-2,Ulva/Umbraulva,Chlorophyta,1.256204636,8.47,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV1-3,Ulva/Umbraulva,Chlorophyta,1.041482204,6.38,80,71-80,Mesophotic,Molokai,MHI
P4-189 UV1-4,Ulva/Umbraulva,Chlorophyta,1.493100834,5.10,80,71-80,Mesophotic,Molokai,MHI
